67,80,67,79,69,69
73,68,82,78,64,71
66,72,87,81,65,77
72,68,83,79,74,79
71,70,83,71,74,65
72,69,85,76,60,72
71,79,83,78,62,71
72,71,89,78,72,79
62,73,85,79,78,80
65,74,71,73,63,72
75,72,71,72,73,83
